,TICKER,COMPANY NAME,INSIDER,POSITION,DATE,SHARES,TRANS. PRICE,MKT VALUE,RANK,next_day_high_price,next_2day_high_price,next_3day_high_price,high_avg,high_diff,next_day_low_price,next_2day_low_price,next_3day_low_price,low_avg,low_diff
336,PACEU,Tpg Pace Tech Opportunities Corp.,Cohn Charles K.,Chief Executive Officer,2022-06-13,140000,2.96,414400,2.64,,,,,,,,,,
337,NN,Nextnav Inc.,"Wocap Global Opportunity Investment Partners, L.p.",10% Owner,2022-06-14,146571,2.36,346567,2.45,2.5899999141693115,3.0999999046325684,2.9249999523162837,2.8716665903727208,0.17817757538012474,2.3499999046325684,2.549999952316284,2.650000095367432,2.5166666507720947,0.06225164970657941
338,CBSH,Commerce Bancshares Inc,Brauer Blackford F,Director,2022-06-10,5000,65.85,329272,2.39,65.90000152587889,65.98000335693361,65.69000244140625,65.85666910807292,0.00010126701157604656,64.27999877929689,63.95000076293945,64.12999725341797,64.11999893188478,-0.026980678367649755
339,DGICB,Donegal Group,Donegal Mutual Insurance Co,10% Owner,2022-06-14,20295,16.11,326952,2.45,15.3100004196167,15.3100004196167,16.639999389648438,15.753333409627281,-0.022640706007958405,15.3100004196167,15.3100004196167,15.579999923706055,15.400000254313149,-0.04610387882870301
340,ATGE,Adtalem Global Education Inc,Krehbiel William V,Director,2022-06-14,10000,31.67,316700,2.39,32.130001068115234,32.509998321533196,32.110000610351555,32.25,0.017984496124030955,31.170000076293945,31.03000068664551,30.489999771118164,30.896666844685868,-0.02502966288245884
341,AAT,"American Assets Trust, Inc.",Rady Ernest S,Chairman & CEO,2022-06-15,10000,29.94,299400,2.64,29.13999938964844,29.790000915527344,,29.46500015258789,-0.01612081605132426,28.420000076293945,28.78000068664551,,28.60000038146973,-0.04685313289011269
342,SOFI,"SoFi Technologies, Inc",Schwartz Harvey M,Director,2022-06-13,53500,5.59,299065,2.39,6.0380001068115225,6.170000076293945,5.840000152587893,6.016000111897785,0.07081118749570664,5.71999979019165,5.682000160217285,5.440000057220459,5.614000002543133,0.004275027169978623
343,AAT,"American Assets Trust, Inc.",Rady Ernest S,Chairman & CEO,2022-06-13,10000,29.45,294500,2.64,29.57999992370605,30.06999969482422,29.13999938964844,29.59666633605957,0.004955501893160101,28.5,28.959999084472656,28.420000076293945,28.626666386922196,-0.02876107200012404
344,AAT,"American Assets Trust, Inc.",Rady Ernest S,Chairman & CEO,2022-06-14,10000,28.74,287400,2.64,30.06999969482422,29.13999938964844,29.790000915527344,29.66666666666667,0.031235955056179862,28.959999084472656,28.420000076293945,28.78000068664551,28.719999949137375,-0.0006963806022996939
345,TBK,"Triumph Bancorp, Inc.",Barnes Harrison B.,Director,2022-06-14,4500,63.8,287100,2.39,65.66999816894531,65.66999816894531,65.05999755859375,65.46666463216145,0.025458218186705715,62.47000122070313,61.43500137329102,62.81999969482422,62.24166742960611,-0.02503680628666187
346,STIC.U,Northern Star Acquisition Corp.,Ledecky Jonathan J,Director,2022-06-14,200000,1.43,286000,2.39,,,,,,,,,,
347,SNAX,Stryve Foods Ord Shs Class A,Boever Christopher J.,CEO,2022-06-10,250000,1.12,280000,2.81,1.1790000200271606,1.1799999475479126,1.1299999952316284,1.162999987602234,0.036973334531917916,1.0850000381469729,1.0800000429153442,1.0499999523162842,1.0716666777928672,-0.04510107779657499
348,FMNB,Farmers National Banc Corp /oh/,Muransky Edward,Director,2022-06-10,18560,14.83,275245,2.39,14.859999656677244,14.729999542236328,15.029999732971193,14.873332977294922,0.0029134678394595426,14.520000457763672,14.510000228881836,14.729999542236328,14.586666742960613,-0.016681895962065426
349,LGF.A,Lions Gate Entertainment Corp,Crawford Gordon,Director,2022-06-15,30550,8.93,272720,2.39,,,,,,,,,,
350,CVNA,Carvana Co.,Keeton Ryan S.,Chief Brand Officer,2022-06-10,12000,21.92,263040,2.74,21.450000762939453,22.32999992370605,25.420000076293945,23.06666692097981,0.04971099313602553,19.799999237060547,20.23500061035156,21.6200008392334,20.551666895548504,-0.06658015193638038
351,LAWS,Lawson Products Incde,Moon Mark F,Director,2022-06-15,5000,51.0,255000,2.39,54.09000015258789,55.959999084472656,,55.02499961853027,0.07314856240680119,47.9286994934082,53.84500122070313,,50.88685035705566,-0.002223553671536036
352,SHEN,Shenandoah Telecommunications Co,French Christopher E,President,2022-06-13,11670,21.39,250072,2.74,22.149999618530273,22.65999984741211,22.649999618530273,22.48666636149089,0.04876962835936238,21.56999969482422,21.84000015258789,21.8799991607666,21.76333300272624,0.017154220021329963
353,SOFI,"SoFi Technologies, Inc",Noto Anthony,Chief Executive Officer,2022-06-13,46500,5.37,249538,2.81,6.0380001068115225,6.170000076293945,5.840000152587893,6.016000111897785,0.10738033575168952,5.71999979019165,5.682000160217285,5.440000057220459,5.614000002543133,0.04346277207563237
354,NYCB,New York Community Bancorp Inc,Rosenfeld Ronald A.,Director,2022-06-10,10000,24.85,248465,2.1,9.1899995803833,9.149999618530273,9.279999732971193,9.206666310628256,-1.6991311688263258,8.989999771118164,8.899999618530273,8.989999771118164,8.959999720255533,-1.773437586590828
355,TBK,"Triumph Bancorp, Inc.",Barnes Harrison B.,Director,2022-06-13,3800,64.65,245670,2.39,64.80000305175781,65.66999816894531,65.66999816894531,65.37999979654947,0.011165490957802128,63.13000106811523,62.47000122070313,61.43500137329102,62.34500122070313,-0.03697166948697487
356,GLP,Global Partners Lp,Global Gp Llc,General Partner,2022-06-15,10000,24.09,240900,2.44,22.739999771118164,21.270000457763672,,22.00500011444092,-0.09475118721725376,20.36000061035156,20.229999542236328,,20.295000076293945,-0.18699186545650195
357,VST,Vistra Energy Corp,Burke James A,President and CFO,2022-06-13,10000,24.05,240500,1.99,23.70000076293945,23.90999984741211,23.31999969482422,23.643333435058594,-0.017200052017132126,22.6299991607666,23.10000038146973,22.280000686645508,22.670000076293945,-0.0608733974001669
358,MAC,Macerich Co,O Hern Thomas E,Chief Executive Officer,2022-06-13,25000,9.49,237250,2.81,9.670000076293944,9.479999542236328,9.050000190734863,9.399999936421713,-0.00957447491351235,9.130000114440918,9.079999923706056,8.689999580383299,8.966666539510092,-0.058364327276355
359,NILE,"BitNile Holdings, Inc",Ault Milton C III,Executive Chairman,2022-06-14,917957,0.25,233987,0.01,0.2899999916553497,0.30000001192092896,0.30000001192092896,0.2966666718324025,0.15730338546004985,0.25,0.25999999046325684,0.2800000011920929,0.2633333305517833,0.05063290136438435
360,NMFC,New Mountain Finance Corp,Hamwee Robert,CEO and Director,2022-06-15,20000,11.59,232506,2.81,11.470000267028807,11.529999732971193,,11.5,-0.007826086956521728,11.09000015258789,11.140000343322754,,11.115000247955322,-0.04273501947353145
361,NYCB,New York Community Bancorp Inc,Rosenfeld Ronald A.,Director,2022-06-10,25000,9.27,231698,2.1,9.1899995803833,9.149999618530273,9.279999732971193,9.206666310628256,-0.006879112073240975,8.989999771118164,8.899999618530273,8.989999771118164,8.959999720255533,-0.03459824658740339
362,OPK,Opko Health Inc,Frost Gamma Investment Trust,CEO & Chairman,2022-06-16,100000,2.29,231327,1.5,2.470000028610229,,2.5299999713897705,2.5,0.08399999999999999,2.369999885559082,,2.1700000762939453,2.2699999809265137,-0.008810581163671746
363,CVNA,Carvana Co.,Breaux Paul W.,See Remarks,2022-06-10,10000,21.85,218500,2.74,21.450000762939453,22.32999992370605,25.420000076293945,23.06666692097981,0.052745675183492616,19.799999237060547,20.23500061035156,21.6200008392334,20.551666895548504,-0.06317410218110908
364,MMLP,Martin Midstream Partners LP,Martin Ruben S,Director,2022-06-14,50000,4.16,208215,2.25,4.300000190734863,4.079999923706056,3.9800000190734863,4.120000044504802,-0.00970872695706637,4.0,3.880000114440918,3.630000114440918,3.8366667429606114,-0.08427452231357581
365,TRKA,"Troika Media Group, Inc",Coates Peter,,2022-06-16,247024,0.82,203770,0.01,1.0299999713897705,,0.9559999704360962,0.9929999709129332,0.17421951256844712,0.8700000047683716,,0.8109999895095825,0.840499997138977,0.02439024058150879
366,OPBK,Op Bancorp,Choi Brian,Director,2022-06-14,18160,10.54,191903,2.39,10.710000038146973,10.449999809265137,10.59000015258789,10.583333333333334,0.004094488188976514,10.40999984741211,10.3100004196167,10.359999656677246,10.359999974568684,-0.017374519871927657
367,VOXX,Voxx International Corp,Kahli Holding Ag,,2022-06-10,20606,8.96,184630,0.01,8.949999809265137,8.779999732971191,8.590000152587889,8.773333231608072,-0.021276607586204064,8.319999694824219,8.020000457763674,8.090000152587889,8.143333435058594,-0.1002865192066805
368,FLDM,Fluidigm Corp,Johnson David Edward,10% Owner,2022-06-13,100000,1.7,170000,1.5,,,,,,,,,,
369,CASI,Casi Pharmaceuticals Inc,He Wei-Wu,Chairman and CEO,2022-06-15,50000,3.18,159000,3.23,3.0399999618530287,3.059999942779541,,3.0499999523162837,-0.04262296712004506,2.869999885559082,2.880000114440918,,2.875,-0.1060869565217392
370,BAND,Bandwidth Inc.,Bartolo Anthony,Chief Operating Officer,2022-06-13,10000,15.88,158800,2.74,16.0,17.0,17.479999542236328,16.826666514078774,0.05625989635479528,15.0,15.350000381469727,16.260000228881836,15.536666870117188,-0.02209824879126237
371,CZR,Caesars Entertainment Inc,Kornstein Don R,Director,2022-06-13,4000,39.6,158419,2.39,40.553001403808594,42.41999816894531,40.46799850463867,41.14699935913086,0.03759689365507928,38.525001525878906,39.650001525878906,37.03499984741211,38.403334299723305,-0.0311604635924886
372,ANTX,An2 Therapeutics Ord Shs,Shah Rajeev M.,10% Owner,2022-06-13,20000,7.9,158000,1.5,8.850000381469727,9.484999656677246,10.164999961853027,9.5,0.16842105263157892,7.429999828338622,8.199999809265138,8.649999618530272,8.093333085378013,0.02388794373572744
373,PAXS,Pimco Access Income Fund,Stracke Thibault Christian,SEE REMARKS,2022-06-17,10000,15.58,155806,2.44,,15.6899995803833,15.600000381469727,15.644999980926515,0.004154680792953521,,15.119999885559082,15.170000076293945,15.144999980926515,-0.02872235190632696
374,SFBS,"Servisfirst Bancshares, Inc.",Tuder Irma Loya,Director,2022-06-10,2000,76.6,153200,2.1,79.45999908447266,79.05500030517578,79.38999938964844,79.30166625976562,0.03406821555193909,75.30000305175781,77.45999908447266,77.37000274658203,76.71000162760417,0.0014339932899257411
375,HEES,"H&E Equipment Services, Inc.",Arnold Paul,Director,2022-06-13,5000,30.58,152900,2.39,32.150001525878906,32.84999847412109,31.0,32.0,0.04437500000000005,30.6200008392334,31.5,28.03000068664551,30.050000508626297,-0.017637253990114014
376,SELB,Selecta Biosciences Inc,Cox Carrie Smith,Director,2022-06-13,130000,1.15,149799,2.39,1.1299999952316284,1.1599999666213991,1.3700000047683716,1.2199999888737996,0.05737704058376075,1.0499999523162842,1.0199999809265137,1.0900000333786009,1.0533333222071328,-0.09177216343095793
377,CNOB,"ConnectOne Bancorp, Inc",Boswell Stephen T.,Director,2022-06-16,6000,24.96,149760,2.39,25.56999969482422,,26.0,25.78499984741211,0.031995340403110716,24.959999084472656,,25.399999618530273,25.179999351501465,0.008737067401407443
378,FTCI,"Ftc Solar, Inc.",Quiroga Cortes Isidoro Alfonso,Director,2022-06-10,28400,5.23,148532,2.39,5.179999828338623,5.21999979019165,4.989999771118164,5.12999979654948,-0.019493217819966137,4.389999866485597,4.2899999618530265,4.260000228881837,4.3133333524068185,-0.2125193145764367
379,HCWB,Hcw Biologics Inc.,Byam Rebecca,Chief Financial Officer,2022-06-14,58856,2.46,144986,2.74,2.6800000667572017,2.390000104904175,2.2320001125335693,2.434000094731649,-0.010681965594260821,2.390000104904175,2.2100000381469727,1.9600000381469729,2.18666672706604,-0.1249999689256281
380,VST,Vistra Energy Corp,Ferraioli Brian K,Director,2022-06-16,6300,22.6,142380,2.1,22.73500061035156,,23.01000022888184,22.8725004196167,0.011913888495679582,21.84000015258789,,22.5,22.170000076293945,-0.01939557610402756
381,DFBHU,DFB Healthcare Acquisitions Corp,Ebbel Matthew,Director,2022-06-10,7923,17.39,137786,2.39,,,,,,,,,,
382,GLP,Global Partners Lp,Global Gp Llc,General Partner,2022-06-17,6545,20.46,133911,2.44,,23.290000915527344,23.26000022888184,23.27500057220459,0.12094524180447548,,21.46999931335449,22.36000061035156,21.914999961853027,0.06639287996284343
383,SFE,Safeguard Scientifics Inc,Satterfield Thomas A Jr,10% Owner,2022-06-09,29001,4.19,122274,1.5,4.679999828338623,4.550000190734863,4.0399999618530265,4.423333326975505,0.05275056382310856,4.369999885559082,3.9300000667572017,3.700000047683716,4.0,-0.0475000000000001
384,HYPR,"Hyperfine, Inc",Rothberg Jonathan M,Director,2022-06-14,52848,2.26,119436,3.92,2.5,2.3299999237060547,2.0999999046325684,2.309999942779541,0.02164499741042334,2.150000095367432,2.059999942779541,1.950000047683716,2.0533333619435634,-0.10064933531339426
385,WSTG,Wayside Technology Group,Geygan Jeffrey Richart Geygan,,2022-06-13,3646,31.99,116636,0.01,33.580001831054695,34.389999389648445,34.34999847412109,34.10666656494141,0.06206020048635157,32.700000762939446,32.700000762939446,32.720001220703125,32.706667582194015,0.02191197193639421
386,AEO,American Eagle Outfitters Inc,Spiegel Noel Joseph,Director,2022-06-16,10000,11.65,116500,2.1,12.0,,12.210000038146973,12.105000019073485,0.037587775163697316,11.5,,11.68000030517578,11.59000015258789,-0.0051768633841400395
387,OPBK,Op Bancorp,Choi Brian,Director,2022-06-09,10000,11.6,116042,2.39,11.3100004196167,11.010000228881836,10.880000114440918,11.06666692097982,-0.04819274699675891,11.010000228881836,10.619999885559082,10.369999885559082,10.666666666666666,-0.08750000000000002
388,ATEC,"Alphatec Holdings, Inc.",Berkowitz Mortimer Iii,Director,2022-06-09,16000,7.2,115200,2.39,7.460000038146973,7.53000020980835,7.400000095367432,7.46333344777425,0.035283623546631615,7.0,7.130000114440918,6.829999923706055,6.986666679382324,-0.030534349269476856
389,HBIO,Harvard Bioscience Inc,Green James W,Chief Executive Officer,2022-06-15,30000,3.71,111300,2.81,3.559999942779541,3.4500000476837163,,3.5049999952316284,-0.058487875905068036,3.309999942779541,3.25,,3.2799999713897705,-0.1310975708417564
390,BCOV,Brightcove Inc,Brolin Jonathan,10% Owner,2022-06-14,16700,6.47,108494,1.5,6.639999866485598,7.0,7.059999942779541,6.899999936421713,0.0623188319396865,6.4099998474121085,6.460000038146973,6.340000152587893,6.403333346048992,-0.010411242137213344
391,BTN,Ballantyne Of Omaha Inc,Moglia Joseph H,10% Owner,2022-06-14,42100,2.55,107355,1.5,2.549999952316284,2.5699999332427983,2.5299999713897705,2.549999952316284,-1.869949668013267e-08,2.3499999046325684,2.400000095367432,2.3199999332427983,2.356666644414266,-0.08203678532301943
392,OPBK,Op Bancorp,Choi Brian,Director,2022-06-13,10000,10.71,107122,2.39,10.880000114440918,10.710000038146973,10.449999809265137,10.679999987284342,-0.0028089899579941155,10.369999885559082,10.40999984741211,10.3100004196167,10.363333384195963,-0.03345126543286766
393,CASI,Casi Pharmaceuticals Inc,He Wei-Wu,Chairman and CEO,2022-06-13,36058,2.97,107092,3.23,3.130000114440918,3.240000009536743,3.0399999618530287,3.1366666952768965,0.053134971442091,2.9800000190734863,3.0,2.869999885559082,2.9499999682108564,-0.0067796718659878605
394,GLP,Global Partners Lp,Global Gp Llc,General Partner,2022-06-16,5000,21.37,106850,2.44,21.270000457763672,,23.290000915527344,22.280000686645508,0.04084383566428503,20.229999542236328,,21.46999931335449,20.84999942779541,-0.02494007608994805
395,LXP,Lexington Realty Trust,Frary Richard,Director,2022-06-13,10000,10.5,105000,2.39,10.4399995803833,10.5600004196167,10.289999961853027,10.429999987284342,-0.006711410623298001,10.130000114440918,10.239999771118164,9.979999542236328,10.116666475931805,-0.03789128810168569
396,DFBHU,DFB Healthcare Acquisitions Corp,Ebbel Matthew,Director,2022-06-09,5999,17.5,104971,2.39,,,,,,,,,,
397,FSBC,Five Star Bancorp,Allbaugh Lawrence Eugene,Director,2022-06-13,4176,24.72,103231,2.25,26.10000038146973,26.25,24.71999931335449,25.68999989827473,0.03775787863431957,24.79999923706055,24.770000457763672,24.040000915527344,24.53666687011719,-0.007471802541611299
398,GLSI,"Greenwich Lifesciences, Inc.",Patel Snehal,CEO and CFO,2022-06-10,12000,8.33,99960,3.23,8.0,8.039999961853027,8.300000190734862,8.113333384195963,-0.026705005888958543,6.823999881744385,7.570000171661378,7.5900001525878915,7.328000068664551,-0.1367357972088629
399,LXP,Lexington Realty Trust,Gupta Arun,Director,2022-06-13,9600,10.41,99921,2.39,10.4399995803833,10.5600004196167,10.289999961853027,10.429999987284342,0.0019175443249016828,10.130000114440918,10.239999771118164,9.979999542236328,10.116666475931805,-0.028995077060814112
400,LXP,Lexington Realty Trust,Gupta Arun,Director,2022-06-10,9100,10.89,99054,2.39,10.630000114440918,10.4399995803833,10.5600004196167,10.543333371480307,-0.03288017331002987,10.329999923706056,10.130000114440918,10.239999771118164,10.233333269755043,-0.06416938771902952
401,MGNX,Macrogenics Inc,Karrels James,"SVP, CFO and Secretary",2022-06-15,40000,2.47,98800,2.74,2.380000114440918,2.4600000381469727,,2.4200000762939453,-0.02066112484699841,2.1300001144409184,2.240000009536743,,2.1850000619888306,-0.13043475053806494
402,SHLS,"Shoals Technologies Group, Inc.",Daul Ty P.,Director,2022-06-16,5500,17.6,96800,2.39,19.84000015258789,,21.270000457763672,20.55500030517578,0.14376065489192458,17.469999313354492,,18.780000686645508,18.125,0.028965517241379232
403,SES,Ses Ai Ord Shs Class A,Hu Qichao,CEO & CHAIRMAN,2022-06-14,25000,3.83,95798,0.01,4.230000019073486,4.1599998474121085,4.690000057220459,4.3599999745686855,0.12155962790369396,3.829999923706055,3.859999895095825,4.130000114440918,3.9399999777475987,0.02791877623575098
404,GLSI,"Greenwich Lifesciences, Inc.",Patel Snehal,CEO and CFO,2022-06-14,12000,7.91,94920,3.23,8.300000190734862,7.880000114440918,7.9099998474121085,8.030000050862629,0.014943966388859429,7.5900001525878915,7.03000020980835,7.309999942779541,7.3100001017252625,-0.08207932830714068
405,CASH,Meta Financial Group Inc,Pharr Brett L.,Chief Executive Officer,2022-06-14,2500,37.25,93125,2.81,38.63999938964844,37.43999862670898,38.22999954223633,38.10333251953125,0.022395220131830814,36.93999862670898,36.40999984741211,37.02000045776367,36.78999964396159,-0.01250340746099775
406,AMRN,Amarin Corp Plc,Wold Olsen Per,,2022-06-13,55000,1.69,92730,0.01,1.7799999713897705,1.820000052452088,1.7999999523162842,1.7999999920527143,0.06111110696576756,1.600000023841858,1.690000057220459,1.6799999475479126,1.65666667620341,-0.020120718473664336
